,model,pooling,mv_window_size,mv_window_shift_frac,per_cls_precision_0,per_cls_precision_1,per_cls_precision_2,per_cls_precision_3,per_cls_recall_0,per_cls_recall_1,per_cls_recall_2,per_cls_recall_3,macro_precision,macro_recall,macro_f1,overall_accuracy
81,BERT,max,1024,0.25,0.9979012739635035,0.9382854578089929,0.9465240641626871,0.8212560386076687,0.9981789610665763,0.9499394122985837,0.8015094339562151,0.5592105262973944,0.925991708635713,0.8272095834046924,0.873817758001065,0.9961315818216119
82,BERT,max,1024,0.5,0.997935731485496,0.9352169375272587,0.9354838709595861,0.7962085307679522,0.998060286619231,0.9500908815503255,0.8098113207486053,0.5526315789291897,0.9162112676850733,0.8276485169618379,0.8696810365730275,0.996038247296774
83,BERT,max,1024,1.0,0.9976268509539445,0.931474941768028,0.8741721854232272,0.7195121950927027,0.9977697388343509,0.9388821569214337,0.7969811320694568,0.5822368420861106,0.8806965433094757,0.828967467477838,0.8540494205259578,0.9954464666924826
84,BERT,sum,128,0.25,0.9984889558643869,0.9279142215453684,0.9344405594323913,0.8317757008957114,0.997818845502218,0.9700090881543698,0.8067924528240997,0.585526315770213,0.9231548594344645,0.8400366755627251,0.8796366354514688,0.9963381092808277
85,BERT,sum,128,0.5,0.9983455336575173,0.9245488149591037,0.8914334181434146,0.8037383177194515,0.9976162804972665,0.9660708876090836,0.7932075471638249,0.5657894736655991,0.9045165211198718,0.8306710472339434,0.8660224349368194,0.995990587113878
86,BERT,sum,128,1.0,0.9981250461054032,0.9077983627740142,0.7457020057253174,0.7445887445565113,0.9966546082515366,0.957437140259802,0.7856603773525611,0.5657894736655991,0.8490535397903115,0.8263853998823747,0.8375661185843098,0.9948109975872033
87,BERT,sum,256,0.25,0.9984197134604591,0.9331282502007374,0.9448217317407062,0.8093023255437534,0.9979845805062693,0.9648591335951493,0.8399999999936605,0.5723684210338037,0.921418005236414,0.8438030337822208,0.8809041888915755,0.9964433588513896
88,BERT,sum,256,0.5,0.9983071802576484,0.9317664340793743,0.9246231155701456,0.819819819782891,0.9979027360598243,0.9607694637981211,0.8332075471635231,0.5986842105066222,0.9186291374225148,0.8476409893820227,0.8817085163753126,0.9962547039607598
89,BERT,sum,256,1.0,0.9980854287820256,0.9230600453441651,0.8101460415003064,0.7316017315700605,0.9973257327123863,0.9558467131165133,0.7954716981072041,0.555921052613292,0.8657233117991394,0.8261412991373489,0.8454692800507209,0.9954405091696206
90,BERT,sum,512,0.25,0.9983850367204373,0.9355670103085894,0.9377076411882251,0.8133333332971852,0.9980255027294919,0.962208421689668,0.8520754716916825,0.6019736841907245,0.9212482553786092,0.8535707700753918,0.8861191671555193,0.9964632172609296
91,BERT,sum,512,0.5,0.9982704875587471,0.9339580873664891,0.9214226633505259,0.8193832598757981,0.9979538888388524,0.9585731596478653,0.8407547169747869,0.6118421052430315,0.91825862453789,0.852280967676134,0.884040490390009,0.9962745623702998
92,BERT,sum,512,1.0,0.9980409095747526,0.9283498301071588,0.841900311519923,0.7131474103301535,0.9975508049401104,0.951832777945356,0.8158490565976163,0.5888157894543152,0.870359615382997,0.8385121072343494,0.8541390921467062,0.9956271782192965
93,BERT,sum,1024,0.25,0.9980360065466244,0.938115120786655,0.953427065017984,0.818604651124716,0.9981748688442541,0.9528930627075485,0.8188679245221219,0.5789473684020083,0.9270457108689949,0.8372208061189832,0.8798466053629032,0.9962626473245758
94,BERT,sum,1024,0.5,0.9979214402618454,0.935416511297684,0.9339130434701399,0.7961165048157225,0.998060286619231,0.9499394122985837,0.8105660377297317,0.5394736841927804,0.915841874961348,0.8245098552100817,0.867779350909063,0.996028318092004
95,BERT,sum,1024,1.0,0.9976268509539445,0.931474941768028,0.8741721854232272,0.7195121950927027,0.9977697388343509,0.9388821569214337,0.7969811320694568,0.5822368420861106,0.8806965433094757,0.828967467477838,0.8540494205259578,0.9954464666924826
96,BERT,asymmetric-max,128,0.25,0.9991723677898514,0.8587121964126406,0.4905103331906769,0.6305555555380401,0.9930207148293749,0.9827325053006795,0.8777358490499795,0.7467105262912266,0.7447376132328023,0.9000498988678152,0.8150609175550848,0.9922989087803957
97,BERT,asymmetric-max,128,0.5,0.9988624183261328,0.8882312456979433,0.6326297775206353,0.7112676056087581,0.9953184976633207,0.9774310814897171,0.8369811320691549,0.6644736841886686,0.8077477617883674,0.8685510988527153,0.8370466846747916,0.9942331178695898
98,BERT,asymmetric-max,128,1.0,0.9980108573184268,0.9141764111441358,0.7319434102700526,0.7339449540947731,0.996822389366749,0.9591790366548324,0.7418867924472311,0.5263157894563711,0.8445189082068472,0.806051001981296,0.8248366868029263,0.9948805020205932
99,BERT,asymmetric-max,256,0.25,0.9991103477040396,0.8876011521047266,0.6113989637274021,0.6416184970912827,0.994970658765929,0.9802332626469401,0.8905660377291279,0.730263157870715,0.7849322401568627,0.899008279253178,0.8381062991588992,0.9941497125495219
100,BERT,asymmetric-max,256,0.5,0.9987980670620944,0.9072899041166755,0.7332041343621887,0.6877192982214835,0.9963783832447846,0.9746289003324942,0.8566037735784408,0.6447368420840547,0.8317528509406105,0.8680869748099436,0.8495315864200473,0.9952280241875429
101,BERT,asymmetric-max,256,1.0,0.9980119528519366,0.9253862488094563,0.8110671936694778,0.7187499999679129,0.9973727932690923,0.9571342017563184,0.7743396226356655,0.5296052631404735,0.8633038488246958,0.8146129702003875,0.8382519327672809,0.9954484525334366
102,BERT,asymmetric-max,512,0.25,0.9989985409069156,0.9072092368340557,0.6952941176429689,0.6021505376182218,0.9960489593478431,0.9759163889722993,0.8920754716913807,0.7368421052389197,0.8009131082505405,0.9002207313126107,0.847668258687944,0.995091001161717
103,BERT,asymmetric-max,512,0.5,0.9986761074279186,0.9223566695470165,0.7896193771571653,0.690391459050164,0.9970883838176956,0.969857618902628,0.8611320754651991,0.63815789471585,0.8502609032955661,0.8665589932253431,0.8583325828645418,0.9957999463822942
104,BERT,asymmetric-max,512,1.0,0.9979475531272497,0.9367182846925723,0.8534201954327898,0.7318181817849173,0.997851583280796,0.9528930627075485,0.7909433962204457,0.5296052631404735,0.8799760537593824,0.8178233263373159,0.8477620472483434,0.9958456207242362
105,BERT,asymmetric-max,1024,0.25,0.9987833626379283,0.905807365438452,0.7329153604969724,0.5215419501015524,0.99607965101526,0.9686458648886938,0.8822641509367377,0.7565789473435336,0.7897620096687263,0.9008921535460563,0.841674671203064,0.9949162471577652
106,BERT,asymmetric-max,1024,0.5,0.9983591411814389,0.9227017978012062,0.8302308265016365,0.5925925925743026,0.9971886432645909,0.9600878521652831,0.8415094339559132,0.6315789473476454,0.835971089514646,0.8575912191833581,0.8466431473393532,0.9955854755592625
